,Ticker,Company,CIK,Name,Exchange,SIC,Business,Incorporated,IRS,Flag_3D,Flag_CAD,Flag_Materials,Flag_supply
1255,INTU,INTUIT,896878,Intuit Inc,NASDAQ,7372.0,CA,DE,770034661.0,0,259,111,True
1256,INWK,INNERWORKINGS INC,1350381,Innerworkings Inc,NASDAQ,2790.0,IL,,205997364.0,0,12,130,True
1257,IP,INTERNATIONAL PAPER CO,51434,International Paper Co,NYSE,2621.0,TN,NY,130872805.0,0,327,415,True
1258,IPAR,INTER PARFUMS INC,822663,Inter Parfums Inc,NASDAQ,2844.0,NY,DE,133275609.0,0,159,211,True
1259,IPCC,INFINITY PPTY & CAS CORP,1195933,Infinity Property & Casualty Corp,NASDAQ,6331.0,AL,OH,30483872.0,0,170,15,True
1260,IPG,INTERPUBLIC GROUP OF COS,51644,Interpublic Group Of Companies Inc,NYSE,7311.0,NY,DE,131024020.0,0,184,12,True
1261,IPGP,IPG PHOTONICS CORP,1111928,Ipg Photonics Corp,NASDAQ,3674.0,MA,DE,43444218.0,2,24,805,False
1262,IPHI,INPHI CORP,1160958,Inphi Corp,NYSE,3674.0,CA,DE,770557980.0,0,21,346,True
1263,IPHS,INNOPHOS HOLDINGS INC,1364099,Innophos Holdings Inc,NASDAQ,5160.0,NJ,,201380758.0,0,300,466,True
1264,IPI,INTREPID POTASH INC,866535,Retail Pro Inc,NYSE,7372.0,CA,DE,330896617.0,0,0,54,False
1265,IPI,INTREPID POTASH INC,1421461,Intrepid Potash Inc,NYSE,1400.0,CO,DE,261501877.0,0,265,181,True
1266,IPXL,IMPAX LABORATORIES INC,1003642,Impax Laboratories Inc,NASDAQ,2834.0,CA,DE,650403311.0,0,3,761,True
1267,IR,INGERSOLL-RAND PLC,1160497,Ingersoll Rand Co LTD,NYSE,3560.0,NJ,,752993910.0,0,40,89,True
1268,IR,INGERSOLL-RAND PLC,1466258,Ingersoll-rand PLC,NYSE,3822.0,L2,L2,,0,400,195,True
1269,IRBT,IROBOT CORP,1159167,Irobot Corp,NASDAQ,3630.0,MA,DE,770259335.0,0,122,316,True
1270,IRDM,IRIDIUM COMMUNICATIONS,1418819,Iridium Communications Inc,NASDAQ,3669.0,VA,DE,221344998.0,0,24,274,True
1271,IRET,INVESTORS REAL ESTATE TR,798359,Investors Real Estate Trust,NYSE,6798.0,ND,ND,450311232.0,0,16,6,True
1272,IRM,IRON MOUNTAIN INC,1020569,Iron Mountain Inc,NYSE,4220.0,MA,DE,232588479.0,0,565,120,True
1273,IRM,IRON MOUNTAIN INC,1132694,Iron Mountain Global Inc,NYSE,,MA,DE,43441680.0,0,0,0,False
1274,IRT,INDEPENDENCE RLTY TRUST,1466085,Independence Realty Trust Inc,NYSE MKT,6798.0,PA,MD,264567130.0,0,4,39,True
1275,IRWD,IRONWOOD PHARMACEUTICALS,1446847,Ironwood Pharmaceuticals Inc,NASDAQ,2834.0,MA,DE,43404176.0,0,16,293,True
1276,ISBC,INVESTORS BANCORP INC,1326807,Investors Bancorp Inc,NASDAQ,6035.0,NJ,DE,223493930.0,0,187,6,True
1277,ISCA,INTERNATIONAL SPEEDWAY,51548,International Speedway Corp,NASDAQ,7948.0,FL,FL,590709342.0,0,536,8,True
1278,ISRG,INTUITIVE SURGICAL INC,1035267,Intuitive Surgical Inc,NASDAQ,3842.0,CA,DE,770416458.0,0,43,211,True
1279,ISRL,ISRAMCO INC,719209,Isramco Inc,NASDAQ,1311.0,TX,DE,133145265.0,0,5,87,True
1280,IT,GARTNER INC,749251,Gartner Inc,NYSE,8741.0,CT,DE,43099750.0,0,176,74,True
1281,ITCI,INTRA CELLULAR THERAPIES,1567514,Intra-cellular Therapies Inc,OTC,2834.0,NY,DE,364742850.0,0,5,19,True
1282,ITG,INVESTMENT TECHNOLOGY,920424,Investment Technology Group Inc,NYSE,6211.0,NY,,952848406.0,0,69,148,True
1283,ITI,ITERIS INC,350868,Iteris Inc,NYSE MKT,3669.0,CA,DE,952588496.0,0,2,211,True
1284,ITIC,INVESTORS TITLE CO,720858,Investors Title Co,NASDAQ,6361.0,NC,NC,561110199.0,0,136,15,True
1285,ITRI,ITRON INC,780571,Itron Inc,NASDAQ,3825.0,WA,WA,911011792.0,0,373,379,True
1286,ITT,ITT INC,216228,Itt Corp,NYSE,3561.0,NY,IN,135158950.0,0,84,369,True
1287,ITW,ILLINOIS TOOL WORKS INC,49826,Illinois Tool Works Inc,NYSE,3560.0,IL,DE,361258310.0,0,271,283,True
1288,IVAC,INTEVAC INC,1001902,Intevac Inc,NASDAQ,3559.0,CA,CA,943125814.0,0,93,384,True
1289,IVC,INVACARE CORP,742112,Invacare Corp,NYSE,3842.0,OH,OH,952680965.0,0,557,246,True
1290,IVR,INVESCO MORTGAGE CAP,1437071,Invesco Mortgage Capital Inc,NYSE,6798.0,GA,MD,262749336.0,0,693,1,True
1291,IVZ,INVESCO LTD,914208,Invesco LTD,NYSE,6282.0,GA,D0,980557567.0,0,680,86,True
1292,JACK,JACK IN THE BOX INC,807882,Jack In The Box Inc,NASDAQ,5812.0,CA,DE,952698708.0,0,230,146,True
1293,JAX,J ALEXANDERS HOLDINGS,103884,Alexanders J Corp,NASDAQ,5812.0,TN,TN,620854056.0,0,0,12,True
1294,JBHT,JB HUNT TRANS SVCS INC,728535,Hunt J B Transport Services Inc,NASDAQ,4213.0,AR,AR,710335111.0,0,8,20,True
1295,JBL,JABIL INC,898293,Jabil Circuit Inc,NYSE,3672.0,FL,DE,381886260.0,0,48,431,True
1296,JBLU,JETBLUE AIRWAYS CORP,1158463,Jetblue Airways Corp,NASDAQ,4512.0,NY,DE,870617894.0,0,165,241,True
1297,JBSS,SANFILIPPO JOHN B & SON,880117,Sanfilippo John B & Son Inc,NASDAQ,2060.0,IL,DE,362419677.0,0,5,284,True
1298,JBT,JOHN BEAN TECH CORP,1433660,John Bean Technologies Corp,NYSE,3550.0,IL,DE,911650317.0,0,3,172,True
1299,JCI,JOHNSON CONTROLS INTNL,53669,Johnson Controls Inc,NYSE,2531.0,WI,WI,390380010.0,0,244,265,True
1300,JCOM,J2 GLOBAL INC,1084048,J2 Global Inc,NASDAQ,4822.0,CA,DE,510371142.0,0,130,16,True
1301,JCP,PENNEY J C INC,53456,Jersey Central Power & Light Co,NYSE,4911.0,OH,NJ,210485010.0,0,554,223,True
1302,JCP,PENNEY J C INC,77182,J C Penney Corp Inc,NYSE,5311.0,TX,DE,135583779.0,0,0,13,False
1303,JCP,PENNEY J C INC,1166126,J C Penney Co Inc,NYSE,5311.0,TX,DE,260037077.0,0,169,45,True
1304,JEC,JACOBS ENGINEERING GRP,52988,Jacobs Engineering Group Inc,NYSE,1600.0,CA,DE,954081636.0,0,382,225,True
1305,JILL,JJILL INC,910721,J Jill Group Inc,,5961.0,MA,DE,42973769.0,0,0,221,True
1306,JJSF,J & J SNACK FOODS CO,785956,J&J Snack Foods Corp,NASDAQ,2052.0,NJ,NJ,221935537.0,0,311,0,True
1307,JKHY,HENRY JACK & ASSOCIATES,779152,Henry Jack & Associates Inc,NASDAQ,7373.0,MO,DE,431128385.0,0,200,15,True
1308,JLL,JONES LANG LASALLE INC,1037976,Jones Lang Lasalle Inc,NYSE,6531.0,IL,MD,364150422.0,0,62,32,True
1309,JNJ,JOHNSON & JOHNSON,200406,Johnson & Johnson,NYSE,2834.0,NJ,NJ,221024240.0,0,451,246,True
1310,JNPR,JUNIPER NETWORKS INC,1043604,Juniper Networks Inc,NYSE,3576.0,CA,DE,770422528.0,0,465,305,True
1311,JOE,ST JOE CO,745308,ST Joe Co,NYSE,6552.0,FL,FL,590432511.0,0,55,16,True
1312,JONE,JONES ENERGY INC,1573166,Jones Energy Inc,NYSE,1311.0,TX,DE,800907968.0,0,4,24,True
1313,JOUT,JOHNSON OUTDOORS INC,788329,Johnson Outdoors Inc,NASDAQ,3949.0,WI,WI,391536083.0,0,28,348,True
1314,JPM,JPMORGAN CHASE & CO,19617,Jpmorgan Chase & Co,NYSE,6021.0,NY,DE,132624428.0,0,1188,516,True
1315,JRVR,JAMES RIVER GROUP HLDG,1159770,Jackson Rivers Co,,4899.0,CA,FL,651102865.0,0,0,0,False
1316,JRVR,JAMES RIVER GROUP HLDG,1325177,James River Group Inc,,6331.0,NC,DE,50539572.0,0,0,3,False
1317,JUNO,JUNO THERAPEUTICS INC,723888,Juno Lighting Inc,,3640.0,IL,DE,362852993.0,0,3,43,True
1318,JWN,NORDSTROM INC,72333,Nordstrom Inc,NYSE,5651.0,WA,WA,910515058.0,0,136,24,True
1319,K,KELLOGG CO,55067,Kellogg Co,NYSE,2040.0,MI,DE,380710690.0,0,21,323,True
1320,KAI,KADANT INC,886346,Kadant Inc,NYSE,3550.0,MA,DE,521762325.0,0,12,237,True
1321,KALU,KAISER ALUMINUM CORP,811596,Kaiser Aluminum Corp,NASDAQ,3350.0,CA,DE,943030279.0,0,420,310,True
1322,KAMN,KAMAN CORP,54381,Kaman Corp,NYSE,5080.0,CT,CT,60613548.0,0,314,474,True
1323,KAR,KAR AUCTION SERVICES INC,1281949,Adesa Inc,NYSE,5010.0,IN,,351842546.0,0,0,10,True
1324,KAR,KAR AUCTION SERVICES INC,1395942,Kar Auction Services Inc,NYSE,5500.0,IN,DE,208744739.0,0,238,59,True
1325,KBH,KB HOME,795266,KB Home,NYSE,1531.0,CA,DE,953666267.0,0,120,115,True
1326,KBR,KBR INC,1357615,KBR Inc,NYSE,1600.0,TX,DE,204536774.0,0,543,249,True
1327,KCG,KCG HOLDINGS INC,1060749,Knight Capital Group Inc,NYSE,6211.0,,DE,223689303.0,0,27,14,True
1328,KCG,KCG HOLDINGS INC,1569391,KCG Holdings Inc,NYSE,6211.0,NJ,DE,,0,97,2,True
1329,KEG,KEY ENERGY SERVICES INC,318996,Key Energy Services Inc,NYSE,1389.0,TX,MD,42648081.0,0,250,155,True
1330,KEM,KEMET CORP,887730,Kemet Corp,NYSE,3670.0,SC,DE,570923789.0,0,103,309,True
1331,KERX,KERYX BIOPHARMACEUTICALS,1114220,Keryx Biopharmaceuticals Inc,NASDAQ,2834.0,NY,DE,134087132.0,0,16,52,True
1332,KEX,KIRBY CORP,56047,Kirby Corp,NYSE,4400.0,TX,NV,741884980.0,0,5,47,True
1333,KEY,KEYCORP,91576,Keycorp,NYSE,6021.0,OH,OH,346542451.0,0,25,0,True
1334,KEYS,KEYSIGHT TECHNOLOGIES,1012393,Keystone Automotive Industries Inc,,5013.0,CA,CA,952920557.0,0,1,35,True
1335,KEYW,KEYW HOLDING CORP,355199,Essex Corp,NASDAQ,8711.0,MD,VA,540846569.0,0,0,38,True
1336,KEYW,KEYW HOLDING CORP,1487101,Keyw Holding Corp,NASDAQ,7373.0,MD,MD,271594952.0,0,258,136,True
1337,KFRC,KFORCE INC,930420,Kforce Inc,NASDAQ,7363.0,FL,FL,593264661.0,0,22,74,True
1338,KFY,KORN FERRY INTERNATIONAL,56679,Korn Ferry International,NYSE,7361.0,CA,DE,952623879.0,0,20,11,True
1339,KIM,KIMCO REALTY CORP,879101,Kimco Realty Corp,NYSE,6798.0,NY,MD,132744380.0,0,547,77,True
1340,KIN,KINDRED BIOSCIENCES INC,1561743,Kindred Biosciences Inc,NASDAQ,2834.0,CA,DE,461160142.0,0,9,5,True
1341,KINS,KINGSTONE COS INC,33992,Kingstone Companies Inc,NASDAQ,6331.0,NY,DE,362476480.0,0,6,15,True
1342,KIRK,KIRKLANDS INC,1056285,Kirklands Inc,NASDAQ,5990.0,TN,,621287151.0,0,4,18,True
1343,KLAC,KLA-TENCOR CORP,319201,Kla Tencor Corp,NASDAQ,3827.0,CA,DE,42564110.0,0,330,394,True
1344,KMB,KIMBERLY CLARK CORP,55785,Kimberly Clark Corp,NYSE,2670.0,TX,DE,390394230.0,0,387,532,True
1345,KMG,KMG CHEMICALS INC,1028215,KMG Chemicals Inc,NYSE,2800.0,TX,TX,752640529.0,0,6,310,True
1346,KMG,KMG CHEMICALS INC,1141185,Kerr Mcgee Corp,NYSE,1311.0,OK,DE,731612389.0,0,0,103,True
1347,KMI,KINDER MORGAN INC,54502,Kinder Morgan Kansas Inc,NYSE,4923.0,TX,KS,480290000.0,0,6,176,True
1348,KMI,KINDER MORGAN INC,1506307,Kinder Morgan Inc,NYSE,4922.0,TX,DE,260238387.0,0,378,129,True
1349,KMPR,KEMPER CORPORATION,860748,Kemper Corp,NYSE,6331.0,IL,DE,954255452.0,0,457,78,True
1350,KMT,KENNAMETAL INC,55242,Kennametal Inc,NYSE,3541.0,PA,PA,250900168.0,0,505,554,True
1351,KMX,CARMAX INC,1170010,Carmax Inc,NYSE,5500.0,VA,VA,541821055.0,0,11,42,True
1352,KND,KINDRED HEALTHCARE INC,1060009,Kindred Healthcare Inc,NYSE,8050.0,KY,DE,611323993.0,0,37,63,True
1353,KNL,KNOLL INC,1011570,Knoll Inc,NYSE,2590.0,PA,DE,133873847.0,0,85,389,True
1354,KNX,KNIGHT TRANSPORTATION,929452,Knight Transportation Inc,NYSE,4213.0,AZ,AZ,860649974.0,0,1,97,True
1355,KO,COCA COLA CO,21344,Coca Cola Co,NYSE,2080.0,GA,DE,580628465.0,0,553,503,True
1356,KODK,EASTMAN KODAK CO,31235,Eastman Kodak Co,NYSE,3861.0,NY,NJ,160417150.0,0,21,326,True
1357,KOP,KOPPERS HOLDINGS INC,1315257,Koppers Holdings Inc,NYSE,2400.0,PA,PA,201878963.0,0,100,1167,True
1358,KOPN,KOPIN CORP,771266,Kopin Corp,NASDAQ,3674.0,MA,DE,42833935.0,0,201,332,True
1359,KORS,MICHAEL KORS HLDGS LTD,1530721,Michael Kors Holdings LTD,NYSE,3100.0,K3,,,0,74,45,True
1360,KOS,KOSMOS ENERGY LTD,1509991,Kosmos Energy LTD,NYSE,1311.0,D0,D0,980686001.0,0,9,59,True
1361,KPTI,KARYOPHARM THERAPEUTICS,1503802,Karyopharm Therapeutics Inc,NASDAQ,2834.0,MA,DE,263931704.0,0,2,23,True
1362,KR,KROGER CO,56873,Kroger Co,NYSE,5411.0,OH,OH,310345740.0,0,11,89,True
1363,KRA,KRATON CORPORATION,1321646,Kraton Performance Polymers Inc,NYSE,2821.0,TX,DE,200411521.0,0,75,934,True
1364,KRC,KILROY REALTY CORP,1025996,Kilroy Realty Corp,NYSE,6798.0,CA,MD,954598246.0,0,1433,101,True
1365,KRG,KITE REALTY GROUP TRUST,1286043,Kite Realty Group Trust,NYSE,6798.0,IN,MD,113715772.0,0,8,6,True
1366,KRNY,KEARNY FINANCIAL CORP,1295664,Kearny Financial Corp,NASDAQ,6035.0,NJ,X1,223803741.0,0,17,2,True
1367,KRO,KRONOS WORLDWIDE INC,1176236,Kronos International Inc,NYSE,2810.0,TX,DE,222949593.0,0,0,330,True
1368,KRO,KRONOS WORLDWIDE INC,1257640,Kronos Worldwide Inc,NYSE,2810.0,TX,,760294959.0,0,30,501,True
1369,KSS,KOHLS CORP,885639,Kohls Corp,NYSE,5311.0,WI,WI,391630919.0,0,112,82,True
1370,KSU,KANSAS CITY SOUTHERN,54480,Kansas City Southern,NYSE,4011.0,MO,DE,440663509.0,0,286,891,True
1371,KTOS,KRATOS DEFENSE & SEC SOL,1069258,Kratos Defense & Security Solutions Inc,NASDAQ,3760.0,CA,DE,133818604.0,0,191,257,True
1372,KVHI,KVH INDUSTRIES INC,1007587,KVH Industries Inc,NASDAQ,3663.0,RI,DE,50420589.0,0,162,184,True
1373,KW,KENNEDY-WILSON HLDGS INC,1408100,Kennedy-wilson Holdings Inc,NYSE,6500.0,CA,DE,260508760.0,0,482,20,True
1374,KWR,QUAKER CHEMICAL CORP,81362,Quaker Chemical Corp,NYSE,2990.0,PA,PA,230993790.0,0,12,225,True
1375,L,LOEWS CORP,60086,Loews Corp,NYSE,6331.0,NY,DE,132646102.0,0,61,130,True
1376,L,LOEWS CORP,1082114,Liberty Media Corp,NYSE,4841.0,CO,DE,841288730.0,0,0,6,True
1377,LABL,MULTI COLOR CORP,819220,Multi Color Corp,NASDAQ,2750.0,OH,OH,311125853.0,0,7,278,True
1378,LAD,LITHIA MOTORS INC,1023128,Lithia Motors Inc,NYSE,5500.0,OR,OR,930572810.0,0,3,30,True
1379,LAMR,LAMAR ADVERTISING CO,1090425,Lamar Advertising Co,NASDAQ,7311.0,LA,DE,721449411.0,0,5,20,True
1380,LANC,LANCASTER COLONY CORP,57515,Lancaster Colony Corp,NASDAQ,2030.0,OH,OH,131955943.0,0,379,154,True
1381,LAWS,LAWSON PRODUCTS INC,703604,Lawson Products Inc,NASDAQ,5080.0,IL,DE,362229304.0,0,100,102,True
1382,LAYN,LAYNE CHRISTENSEN CO,888504,Layne Christensen Co,NASDAQ,1700.0,TX,DE,480920712.0,0,7,179,True
1383,LAZ,LAZARD LTD,1311370,Lazard LTD,NYSE,6282.0,D0,D0,980437848.0,0,30,10,True
1384,LB,L BRANDS INC,57139,Labarge Inc,NYSE,3812.0,MO,DE,730574586.0,0,17,136,True
1385,LBAI,LAKELAND BANCORP INC,846901,Lakeland Bancorp Inc,NASDAQ,6022.0,NJ,NJ,222953275.0,0,24,2,True
1386,LBIO,LION BIOTECHNOLOGIES INC,1425205,Lion Biotechnologies Inc,OTC,4731.0,CA,NV,753254381.0,0,2,105,True
1387,LBY,LIBBEY INC,902274,Libbey Inc,NYSE MKT,3220.0,OH,DE,341559357.0,0,286,281,True
1388,LC,LENDINGCLUB CORPORATION,59229,Liberty Corp,,6311.0,SC,SC,570507055.0,0,0,1,False
1389,LCI,LANNETT CO INC,57725,Lannett Co Inc,NYSE,2834.0,PA,DE,230787699.0,0,31,330,True
1390,LCNB,LCNB CORP,1074902,LCNB Corp,NASDAQ,6021.0,OH,OH,311626393.0,0,87,10,True
1391,LCUT,LIFETIME BRANDS INC,874396,Lifetime Brands Inc,NASDAQ,3420.0,NY,DE,112682486.0,0,41,130,True
1392,LDL,LYDALL INC,60977,Lydall Inc,NYSE,3714.0,CT,DE,60865505.0,0,7,1045,True
1393,LDOS,LEIDOS HOLDINGS INC,1336920,Leidos Holdings Inc,NYSE,7373.0,VA,,203562868.0,0,135,371,True
1394,LDR,LANDAUER INC,825410,Landauer Inc,NYSE,3829.0,IL,IL,61218089.0,0,2,130,True
1395,LEA,LEAR CORP,842162,Lear Corp,NYSE,3714.0,MI,DE,133386776.0,0,11,317,True
1396,LECO,LINCOLN ELECTRIC HLDGS,59527,Lincoln Electric Holdings Inc,NASDAQ,3540.0,OH,OH,340359955.0,0,171,265,True
1397,LEG,LEGGETT & PLATT INC,58492,Leggett & Platt Inc,NYSE,2510.0,MO,MO,440324630.0,0,260,1617,True
1398,LEN,LENNAR CORP CL A,920760,Lennar Corp,NYSE,1520.0,FL,DE,954337490.0,0,482,116,True
1399,LFUS,LITTELFUSE INC,889331,Littelfuse Inc,NASDAQ,3613.0,IL,DE,363795742.0,0,32,192,True
1400,LGIH,LGI HOMES INC,1580670,Lgi Homes Inc,NASDAQ,1531.0,TX,DE,463088013.0,0,64,0,True
1401,LGND,LIGAND PHARMACEUTICALS,886163,Ligand Pharmaceuticals Inc,NASDAQ,2834.0,CA,DE,770160744.0,0,298,214,True
1402,LH,LABORATORY CORP OF AMER,920148,Laboratory Corp Of America Holdings,NYSE,8071.0,NC,DE,133757370.0,0,242,39,True
1403,LHCG,LHC GROUP INC,1303313,LHC Group Inc,NASDAQ,8082.0,LA,,710918189.0,0,10,39,True
1404,LHO,LASALLE HOTEL PROPERTIES,1053532,Lasalle Hotel Properties,NYSE,6798.0,MD,MD,364219376.0,0,222,13,True
1405,LII,LENNOX INTERNATIONAL INC,1069202,Lennox International Inc,NYSE,3585.0,TX,DE,420991521.0,0,258,303,True
1406,LION,FIDELITY SOUTHERN CORP,822662,Fidelity Southern Corp,NASDAQ,6022.0,GA,GA,581416811.0,0,548,16,True
1407,LITE,LUMENTUM HOLDINGS INC,1033491,Vari Lite International Inc,,7359.0,TX,DE,752239444.0,0,5,57,False
1408,LJPC,LA JOLLA PHARMACEUTICAL,920465,La Jolla Pharmaceutical Co,OTCBB,2836.0,CA,CA,330361285.0,0,78,44,True
1409,LKFN,LAKELAND FINANCIAL CORP,721994,Lakeland Financial Corp,NASDAQ,6022.0,IN,IN,351559596.0,0,39,18,True
1410,LKQ,LKQ CORP,1065696,LKQ Corp,NASDAQ,5010.0,IL,DE,364215970.0,0,235,187,True
1411,LL,LUMBER LIQUIDATORS HLDGS,1396033,Lumber Liquidators Holdings Inc,NYSE,5211.0,VA,,271310817.0,0,3,46,True
1412,LLL,L3 TECHNOLOGIES,1056239,L 3 Communications Holdings Inc,NYSE,3663.0,NY,DE,133937434.0,0,79,288,True
1413,LLNW,LIMELIGHT NETWORKS INC,1391127,Limelight Networks Inc,NASDAQ,7389.0,AZ,DE,201677033.0,0,46,7,True
1414,LLY,LILLY ELI & CO,59478,Lilly Eli & Co,NYSE,2834.0,IN,IN,350470950.0,0,163,243,True
1415,LM,LEGG MASON INC,704051,Legg Mason Inc,NYSE,6282.0,MD,MD,521200960.0,0,605,12,True
1416,LMAT,LEMAITRE VASCULAR INC,1158895,Lemaitre Vascular Inc,NASDAQ,3841.0,MA,,,0,20,273,True
1417,LMIA,LMI AEROSPACE INC,1059562,Lmi Aerospace Inc,NASDAQ,3728.0,MO,MO,431309065.0,0,73,823,True
1418,LMNR,LIMONEIRA CO,1342423,Limoneira Co,NASDAQ,100.0,CA,DE,770260692.0,0,2,0,True
1419,LMNX,LUMINEX CORP,1033905,Luminex Corp,NASDAQ,3841.0,TX,DE,742747608.0,0,168,239,True
1420,LMOS,LUMOS NETWORKS CORP,1520744,Lumos Networks Corp,NASDAQ,4813.0,VA,VA,800697274.0,0,4,2,True
1421,LMT,LOCKHEED MARTIN CORP,936468,Lockheed Martin Corp,NYSE,3760.0,MD,MD,521893632.0,0,39,363,True
1422,LNC,LINCOLN NATIONAL CORP,59558,Lincoln National Corp,NYSE,6311.0,PA,IN,351140070.0,0,28,37,True
1423,LNCE,SNYDER'S-LANCE INC,57528,Snyders-lance Inc,NASDAQ,2052.0,NC,NC,560292920.0,0,107,272,True
1424,LNDC,LANDEC CORP,1005286,Landec Corp,NASDAQ,2821.0,CA,CA,943025618.0,0,9,1246,True
1425,LNG,CHENIERE ENERGY INC,3570,Cheniere Energy Inc,NYSE MKT,4924.0,TX,DE,954352386.0,0,220,27,True
1426,LNN,LINDSAY CORP,836157,Lindsay Corp,NYSE,3523.0,NE,DE,470554096.0,0,5,187,True
1427,LNT,ALLIANT ENERGY CORP,352541,Alliant Energy Corp,NYSE,4931.0,WI,WI,391380265.0,0,824,300,True
1428,LOGM,LOGMEIN INC,1420302,Logmein Inc,NASDAQ,7372.0,MA,DE,201515952.0,0,8,4,True
1429,LOPE,GRAND CANYON EDUCATION,1434588,Grand Canyon Education Inc,NASDAQ,8200.0,AZ,DE,203356009.0,0,12,156,True
1430,LORL,LORAL SPACE & COMM,1006269,Loral Space & Communications Inc,NASDAQ,3663.0,NY,DE,870748324.0,0,386,36,True
1431,LOW,LOWES COS INC,60667,Lowes Companies Inc,NYSE,5211.0,NC,NC,560578072.0,0,133,273,True
1432,LPI,LAREDO PETROLEUM INC,1519352,Laredo Petroleum Inc,NYSE,1311.0,OK,DE,205707393.0,0,0,0,False
1433,LPI,LAREDO PETROLEUM INC,1528129,Laredo Petroleum Inc,NYSE,1311.0,OK,DE,453007926.0,0,192,113,True
1434,LPLA,LPL FINANCIAL HOLDINGS,1397911,LPL Financial Holdings Inc,NASDAQ,6200.0,MA,DE,203717839.0,0,239,38,True
1435,LPNT,LIFEPOINT HEALTH INC,1074772,Historic Lifepoint Hospitals Inc,NASDAQ,8062.0,TN,,522165845.0,0,0,71,True
1436,LPNT,LIFEPOINT HEALTH INC,1301611,Lifepoint Hospitals Inc,NASDAQ,8062.0,TN,,201538254.0,0,5,32,True
1437,LPSN,LIVEPERSON INC,1102993,Liveperson Inc,NASDAQ,7372.0,NY,DE,133861628.0,0,24,41,True
1438,LPX,LOUISIANA PACIFIC CORP,60519,Louisiana-pacific Corp,NYSE,2400.0,TN,DE,930609074.0,0,477,362,True
1439,LQDT,LIQUIDITY SERVICES INC,1235468,Liquidity Services Inc,NASDAQ,7389.0,DC,DE,,0,8,156,True
1440,LRCX,LAM RESEARCH CORP,707549,Lam Research Corp,NASDAQ,3559.0,CA,DE,942634797.0,0,23,441,True
1441,LRN,K12 INC,1157408,K12 Inc,NYSE,8200.0,VA,DE,954774688.0,0,13,822,True
1442,LSCC,LATTICE SEMICONDUCTOR,855658,Lattice Semiconductor Corp,NASDAQ,3674.0,OR,DE,930835214.0,0,70,75,True
1443,LSI,LIFE STORAGE INC,703360,Lsi Corp,NASDAQ,3674.0,CA,DE,942712976.0,0,24,292,True
1444,LSTR,LANDSTAR SYSTEMS INC,853816,Landstar System Inc,NASDAQ,4213.0,FL,DE,61313069.0,0,7,4,True
1445,LTC,LTC PROPERTIES INC,887905,LTC Properties Inc,NYSE,6798.0,CA,MD,710720518.0,0,12,1,True
1446,LTS,LADENBURG THALMAN FIN,1029730,Ladenburg Thalmann Financial Services Inc,NYSE MKT,6211.0,FL,FL,650701248.0,0,105,1,True
1447,LUK,LEUCADIA NATIONAL CORP,96223,Leucadia National Corp,NYSE,2011.0,NY,NY,132615557.0,0,165,205,True
1448,LULU,LULULEMON ATHLETICA INC,1397187,Lululemon Athletica Inc,NASDAQ,2300.0,A1,DE,203842867.0,0,120,395,True
1449,LUV,SOUTHWEST AIRLINES CO,92380,Southwest Airlines Co,NYSE,4512.0,TX,TX,741563240.0,0,82,536,True
1450,LVLT,LEVEL 3 COMMUNICATIONS,794323,Level 3 Communications Inc,NYSE,4813.0,CO,DE,470210602.0,0,502,61,True
1451,LVS,LAS VEGAS SANDS CORP,1300514,Las Vegas Sands Corp,NYSE,7011.0,NV,NV,270099920.0,0,144,43,True
1452,LWAY,LIFEWAY FOODS INC,814586,Lifeway Foods Inc,NASDAQ,2020.0,IL,IL,363442829.0,0,7,47,True
1453,LXP,LEXINGTON REALTY TRUST,910108,Lexington Realty Trust,NYSE,6798.0,NY,MD,133717318.0,0,770,25,True
1454,LXU,LSB INDUSTRIES INC,60714,LSB Industries Inc,NYSE,2810.0,OK,DE,731015226.0,0,16,564,True
1455,LYB,LYONDELLBASELL INDS,1489393,Lyondellbasell Industries NV,NYSE,2860.0,TX,P7,980646235.0,0,11,495,True
1456,LYTS,LSI INDUSTRIES INC,763532,Lsi Industries Inc,NASDAQ,3640.0,OH,OH,310888951.0,0,9,332,True
1457,LYV,LIVE NATION ENT INC,1335258,Live Nation Entertainment Inc,NYSE,7900.0,CA,DE,203247759.0,0,95,34,True
1458,LZB,LA Z BOY INC,57131,La-z-boy Inc,NYSE,2510.0,MI,MI,380751137.0,0,4,169,True
1459,MA,MASTERCARD INC,1141391,Mastercard Inc,NYSE,7389.0,NY,DE,134172551.0,0,346,14,True
1460,MAA,MID-AMER APT CMNTYS,912595,Mid America Apartment Communities Inc,NYSE,6798.0,TN,TN,621543819.0,0,332,55,True
1461,MAC,MACERICH CO,912242,Macerich Co,NYSE,6798.0,CA,MD,954448705.0,0,224,50,True
1462,MACK,MERRIMACK PHARMACEUTICAL,1274792,Merrimack Pharmaceuticals Inc,NASDAQ,2834.0,MA,DE,,0,26,121,True
1463,MAN,MANPOWERGROUP,871763,Manpowergroup Inc,NYSE,7363.0,WI,WI,391672779.0,0,57,16,True
1464,MANH,MANHATTAN ASSOCS INC,1056696,Manhattan Associates Inc,NASDAQ,7372.0,GA,GA,582373424.0,0,23,41,True
1465,MANT,MANTECH INTERNATIONAL,892537,Mantech International Corp,NASDAQ,8741.0,VA,DE,221852179.0,0,134,349,True
